epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
365,12477.1,0.90813,0.67719,1.36858,0.7045,0.67474,0.66557,0.23052,2.46931,1.6063,4.17364,0.00035998,0.00035998,0.00035998
366,12511,0.88195,0.63728,1.31978,0.67913,0.66981,0.67831,0.22137,2.4835,1.63122,4.15186,0.000355301,0.000355301,0.000355301
367,12544.9,0.88572,0.64676,1.33482,0.68078,0.66038,0.64163,0.22199,2.48118,1.61833,4.16578,0.000350648,0.000350648,0.000350648
368,12578.8,0.8944,0.65775,1.351,0.69565,0.66038,0.64828,0.22852,2.46933,1.53179,4.12445,0.000346021,0.000346021,0.000346021
369,12612.7,0.92273,0.67038,1.38454,0.6816,0.65094,0.6639,0.23489,2.46111,1.54164,4.18579,0.000341421,0.000341421,0.000341421
370,12646.6,0.88469,0.64602,1.34156,0.74349,0.64623,0.69398,0.23398,2.46762,1.58212,4.09374,0.000336846,0.000336846,0.000336846
371,12680.5,0.94225,0.69015,1.36437,0.7088,0.66594,0.66885,0.22783,2.47873,1.5418,4.15232,0.000332298,0.000332298,0.000332298
372,12714.3,0.88315,0.62816,1.32109,0.68981,0.64623,0.65588,0.2259,2.46266,1.58056,4.14172,0.000327777,0.000327777,0.000327777
373,12748.2,0.87599,0.62735,1.32441,0.67056,0.63367,0.64654,0.23238,2.44829,1.63841,4.07781,0.000323283,0.000323283,0.000323283
374,12782.1,0.90194,0.64551,1.32357,0.69577,0.62736,0.64177,0.22648,2.45317,1.63608,4.10599,0.000318816,0.000318816,0.000318816
375,12816,0.89432,0.62756,1.31524,0.66173,0.65566,0.65948,0.22596,2.46869,1.61768,4.18559,0.000314377,0.000314377,0.000314377
376,12849.8,0.89218,0.62593,1.3287,0.7045,0.66351,0.66569,0.22503,2.4723,1.66778,4.17432,0.000309964,0.000309964,0.000309964
377,12883.7,0.88251,0.65692,1.31623,0.6753,0.65094,0.65621,0.21912,2.48507,1.64229,4.20381,0.00030558,0.00030558,0.00030558
378,12917.6,0.88263,0.62744,1.3426,0.69749,0.67431,0.67838,0.22687,2.4774,1.55586,4.25262,0.000301223,0.000301223,0.000301223
