epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
367,42517,0.55686,0.33638,0.90815,0.88762,0.80556,0.86712,0.57325,1.48748,0.71707,1.67808,0.00175324,0.00175324,0.00175324
368,42629.8,0.55174,0.33006,0.90358,0.8879,0.80556,0.86705,0.5725,1.48812,0.72072,1.67801,0.00173011,0.00173011,0.00173011
369,42731.9,0.54901,0.32668,0.90249,0.89424,0.80952,0.87019,0.57337,1.48859,0.72009,1.67916,0.0017071,0.0017071,0.0017071
370,42869.5,0.55081,0.32354,0.89753,0.89458,0.80952,0.87041,0.57346,1.48739,0.72009,1.67835,0.00168423,0.00168423,0.00168423
371,42974.7,0.55107,0.32668,0.9039,0.89458,0.8082,0.8705,0.57406,1.48911,0.72119,1.68063,0.00166149,0.00166149,0.00166149
372,43121.5,0.55815,0.33089,0.9073,0.89447,0.80724,0.86933,0.57385,1.48907,0.72118,1.68088,0.00163889,0.00163889,0.00163889
373,43227.7,0.54926,0.32621,0.90486,0.89445,0.80707,0.8692,0.57436,1.49029,0.72344,1.68326,0.00161642,0.00161642,0.00161642
374,43368.2,0.54839,0.32205,0.89566,0.89007,0.80322,0.86574,0.57413,1.49198,0.72133,1.68552,0.00159408,0.00159408,0.00159408
375,43478.7,0.5485,0.32386,0.90007,0.8885,0.80159,0.86577,0.5738,1.49096,0.72352,1.68407,0.00157188,0.00157188,0.00157188
376,43609.7,0.54499,0.32216,0.90188,0.88394,0.79762,0.86194,0.57375,1.49092,0.72281,1.68506,0.00154982,0.00154982,0.00154982
377,43728.8,0.54111,0.32387,0.89851,0.88838,0.80159,0.86628,0.57353,1.49039,0.72432,1.68494,0.0015279,0.0015279,0.0015279
378,43852.2,0.54683,0.33,0.90306,0.89276,0.80556,0.86825,0.57383,1.491,0.72581,1.68654,0.00150611,0.00150611,0.00150611
379,43978.2,0.54318,0.32045,0.90281,0.88406,0.79762,0.86008,0.57299,1.49052,0.72655,1.68657,0.00148447,0.00148447,0.00148447
380,44094.7,0.53808,0.32135,0.8985,0.88855,0.80159,0.86496,0.57409,1.48919,0.72782,1.68589,0.00146297,0.00146297,0.00146297
381,44230,0.53698,0.31984,0.89938,0.88846,0.80159,0.86303,0.57277,1.49099,0.72864,1.68867,0.00144161,0.00144161,0.00144161
382,44334.9,0.53699,0.32522,0.89735,0.88814,0.80159,0.86522,0.57319,1.49206,0.73068,1.68969,0.00142039,0.00142039,0.00142039
383,44480.3,0.53756,0.31628,0.89735,0.88614,0.80159,0.86569,0.57401,1.49203,0.72873,1.69036,0.00139931,0.00139931,0.00139931
384,44584.6,0.53287,0.3183,0.89317,0.89403,0.80556,0.86873,0.57436,1.49289,0.72862,1.69244,0.00137838,0.00137838,0.00137838
385,44725.6,0.5313,0.31637,0.89812,0.88894,0.80159,0.86541,0.57332,1.49324,0.72855,1.69409,0.00135759,0.00135759,0.00135759
386,44837.6,0.545,0.33381,0.90084,0.8888,0.80159,0.86721,0.5733,1.49183,0.72911,1.693,0.00133695,0.00133695,0.00133695
387,44962.7,0.53068,0.32039,0.89337,0.88655,0.80159,0.86734,0.57357,1.49109,0.72854,1.69276,0.00131646,0.00131646,0.00131646
388,45068.6,0.52947,0.32779,0.89609,0.88609,0.80159,0.8675,0.57329,1.48911,0.7228,1.69185,0.00129611,0.00129611,0.00129611
389,45176.5,0.53329,0.32028,0.89461,0.88742,0.80159,0.86746,0.57303,1.48883,0.72249,1.69175,0.00127591,0.00127591,0.00127591
390,45293.6,0.52228,0.31573,0.89017,0.88597,0.80163,0.8673,0.57329,1.48737,0.72136,1.69107,0.00125586,0.00125586,0.00125586
391,45390.1,0.52789,0.31729,0.89845,0.88994,0.80215,0.86793,0.57381,1.48672,0.7211,1.69092,0.00123596,0.00123596,0.00123596
392,45519.6,0.53335,0.32301,0.8926,0.88997,0.8024,0.86785,0.57454,1.48624,0.71965,1.69205,0.00121621,0.00121621,0.00121621
393,45614.6,0.52046,0.3129,0.89135,0.88997,0.80239,0.86781,0.57425,1.48643,0.72101,1.69265,0.00119661,0.00119661,0.00119661
394,45738.8,0.5272,0.3218,0.89053,0.88557,0.79847,0.86602,0.57727,1.48643,0.71671,1.6923,0.00117717,0.00117717,0.00117717
395,45838.7,0.51964,0.3191,0.89018,0.88551,0.798,0.86594,0.57545,1.48632,0.71598,1.69283,0.00115787,0.00115787,0.00115787
396,45954.4,0.51678,0.31178,0.89028,0.88629,0.79762,0.86609,0.57621,1.48692,0.71585,1.69402,0.00113873,0.00113873,0.00113873
397,46064.2,0.51465,0.30636,0.88327,0.88927,0.79675,0.86568,0.57432,1.48796,0.71593,1.69516,0.00111975,0.00111975,0.00111975
398,46170.1,0.5166,0.30892,0.88859,0.8893,0.79694,0.86568,0.57517,1.48711,0.71629,1.69557,0.00110092,0.00110092,0.00110092
399,46289.6,0.50921,0.30468,0.89032,0.88932,0.79716,0.8652,0.57468,1.48663,0.71606,1.6957,0.00108224,0.00108224,0.00108224
400,46385,0.51919,0.31517,0.89418,0.88935,0.79735,0.86527,0.57334,1.48586,0.71511,1.69551,0.00106373,0.00106373,0.00106373
401,46515.5,0.50396,0.30493,0.88601,0.88932,0.79762,0.86551,0.57521,1.48617,0.71646,1.69591,0.00104537,0.00104537,0.00104537
402,46610.7,0.51787,0.30955,0.88625,0.88933,0.79762,0.86527,0.57525,1.48776,0.71633,1.69779,0.00102716,0.00102716,0.00102716
403,46731.6,0.51646,0.31786,0.89224,0.88926,0.79762,0.86576,0.57458,1.48729,0.71639,1.69732,0.00100912,0.00100912,0.00100912
404,46835.2,0.50488,0.29709,0.88923,0.88895,0.79762,0.86506,0.57393,1.48764,0.71647,1.69896,0.000991237,0.000991237,0.000991237
405,46948.4,0.50078,0.29959,0.88824,0.88877,0.79762,0.86662,0.57627,1.48703,0.7163,1.69925,0.000973514,0.000973514,0.000973514
406,47060.9,0.50529,0.30149,0.88224,0.88851,0.79762,0.86517,0.57341,1.48786,0.71818,1.70001,0.000955951,0.000955951,0.000955951
407,47161,0.49688,0.29439,0.88667,0.88455,0.79762,0.86342,0.57623,1.48647,0.71676,1.70092,0.00093855,0.00093855,0.00093855
408,47285.6,0.49589,0.29973,0.87863,0.88418,0.79762,0.86306,0.57482,1.48559,0.7179,1.70069,0.000921312,0.000921312,0.000921312
409,47380.8,0.49012,0.29401,0.87629,0.88404,0.79762,0.86347,0.57444,1.48692,0.7197,1.70322,0.000904236,0.000904236,0.000904236
410,47508.3,0.50032,0.3001,0.88314,0.88347,0.79762,0.86329,0.5742,1.48581,0.71912,1.70306,0.000887324,0.000887324,0.000887324
411,47607.6,0.50324,0.30096,0.88827,0.88264,0.79762,0.86434,0.57377,1.48599,0.7195,1.70379,0.000870577,0.000870577,0.000870577
412,47725,0.50973,0.3182,0.89139,0.87829,0.79762,0.86407,0.57365,1.48569,0.71871,1.70404,0.000853994,0.000853994,0.000853994
413,47832.2,0.50022,0.30143,0.88887,0.87797,0.79939,0.86414,0.57501,1.48877,0.71735,1.71238,0.000837577,0.000837577,0.000837577
414,47939,0.49029,0.2912,0.87986,0.87788,0.79875,0.86417,0.57407,1.48789,0.71761,1.71234,0.000821327,0.000821327,0.000821327
415,48056.8,0.50086,0.29845,0.88233,0.87801,0.79969,0.86447,0.57178,1.48843,0.71676,1.71368,0.000805243,0.000805243,0.000805243
416,48152.3,0.49487,0.30716,0.88641,0.8781,0.80035,0.86442,0.57225,1.48812,0.71564,1.71445,0.000789327,0.000789327,0.000789327
417,48282.4,0.49176,0.29573,0.88005,0.87818,0.80101,0.86461,0.57249,1.48788,0.71691,1.71525,0.000773579,0.000773579,0.000773579
418,48378,0.50516,0.3016,0.8864,0.87834,0.80218,0.86407,0.5712,1.48763,0.71828,1.71581,0.000758,0.000758,0.000758
419,48501.2,0.50638,0.30362,0.8865,0.87842,0.80277,0.86464,0.57321,1.48544,0.71585,1.71348,0.00074259,0.00074259,0.00074259
420,48601.8,0.49821,0.29542,0.88315,0.87846,0.80306,0.8649,0.5746,1.48519,0.71735,1.71451,0.000727351,0.000727351,0.000727351
421,48714.3,0.50151,0.31037,0.88764,0.87858,0.80399,0.86482,0.57487,1.48402,0.71668,1.71419,0.000712282,0.000712282,0.000712282
422,48825.8,0.51153,0.31676,0.88739,0.87541,0.80859,0.86472,0.57405,1.48583,0.7174,1.71685,0.000697384,0.000697384,0.000697384
423,48926.9,0.47901,0.29682,0.87451,0.8793,0.80948,0.86478,0.57383,1.48542,0.71603,1.71684,0.000682658,0.000682658,0.000682658
424,49051.3,0.49183,0.29358,0.88204,0.87913,0.80952,0.86452,0.57282,1.48568,0.71617,1.71849,0.000668105,0.000668105,0.000668105
425,49145.9,0.49438,0.29581,0.88759,0.87924,0.80952,0.8647,0.57288,1.4833,0.71422,1.71719,0.000653725,0.000653725,0.000653725
426,49275.2,0.49024,0.2936,0.88339,0.8793,0.80942,0.86485,0.57354,1.48412,0.71434,1.71877,0.000639518,0.000639518,0.000639518
427,49370.2,0.48032,0.28792,0.8798,0.87873,0.80952,0.86487,0.57352,1.48387,0.71502,1.71968,0.000625485,0.000625485,0.000625485
428,49489.3,0.4785,0.28913,0.88288,0.87855,0.80952,0.86476,0.57362,1.48198,0.71496,1.71759,0.000611627,0.000611627,0.000611627
429,49594,0.48303,0.29328,0.87654,0.87429,0.80952,0.86402,0.57296,1.48319,0.71515,1.71905,0.000597944,0.000597944,0.000597944
430,49704.3,0.47371,0.28362,0.87914,0.87387,0.80952,0.86401,0.57244,1.48293,0.71547,1.72044,0.000584437,0.000584437,0.000584437
431,49818.6,0.4898,0.29724,0.88447,0.87345,0.80952,0.86394,0.57304,1.48342,0.71391,1.7214,0.000571106,0.000571106,0.000571106
432,49916.2,0.47898,0.28789,0.87888,0.87315,0.80952,0.86375,0.57206,1.48247,0.7153,1.72142,0.000557952,0.000557952,0.000557952
433,50043.3,0.47692,0.28936,0.87777,0.87295,0.80952,0.8634,0.57133,1.4834,0.71372,1.72404,0.000544975,0.000544975,0.000544975
434,50138.3,0.50099,0.29591,0.9171,0.87288,0.80952,0.86339,0.57186,1.48316,0.71285,1.7242,0.000532177,0.000532177,0.000532177
435,50261.9,0.47734,0.2872,0.87904,0.86816,0.80556,0.85621,0.57104,1.4837,0.71333,1.72616,0.000519556,0.000519556,0.000519556
436,50362.3,0.48423,0.28851,0.87901,0.86833,0.80556,0.85651,0.57102,1.48374,0.71266,1.72763,0.000507115,0.000507115,0.000507115
437,50478.4,0.48549,0.29715,0.88317,0.86492,0.80556,0.8557,0.57135,1.48331,0.71156,1.72858,0.000494852,0.000494852,0.000494852
438,50589.2,0.47501,0.28443,0.87364,0.86472,0.80556,0.8555,0.57231,1.48332,0.7122,1.72951,0.00048277,0.00048277,0.00048277
439,50692.6,0.47347,0.28502,0.87314,0.8645,0.80556,0.8549,0.57213,1.48396,0.71333,1.73126,0.000470868,0.000470868,0.000470868
440,50813.6,0.46927,0.29195,0.87812,0.86827,0.80952,0.85802,0.5737,1.48378,0.71197,1.73288,0.000459146,0.000459146,0.000459146
441,50908.7,0.47296,0.28618,0.87321,0.86829,0.80952,0.85775,0.57223,1.48416,0.71182,1.73363,0.000447606,0.000447606,0.000447606
442,51038.7,0.47155,0.28265,0.87756,0.86836,0.80952,0.85778,0.57125,1.4845,0.7119,1.73498,0.000436248,0.000436248,0.000436248
443,51133.8,0.46654,0.27607,0.87405,0.86809,0.80952,0.85734,0.57075,1.48385,0.7092,1.73592,0.000425072,0.000425072,0.000425072
444,51256,0.47183,0.28003,0.87644,0.86616,0.80556,0.85433,0.5699,1.48562,0.70593,1.73912,0.000414078,0.000414078,0.000414078
445,51359.2,0.48616,0.28719,0.87946,0.8672,0.80333,0.85398,0.57015,1.48537,0.70711,1.74036,0.000403267,0.000403267,0.000403267
446,51482.1,0.46551,0.28303,0.87795,0.86695,0.80155,0.85438,0.57099,1.48171,0.70583,1.73601,0.00039264,0.00039264,0.00039264
447,51608.6,0.47575,0.29224,0.88069,0.86694,0.80148,0.85422,0.56975,1.48141,0.70292,1.73721,0.000382197,0.000382197,0.000382197
448,51724.7,0.47593,0.29454,0.88135,0.87121,0.80532,0.86125,0.57061,1.48105,0.70102,1.73885,0.000371938,0.000371938,0.000371938
449,51857.5,0.453,0.27692,0.87251,0.87123,0.80544,0.86086,0.57012,1.4813,0.70011,1.74019,0.000361863,0.000361863,0.000361863
450,51967.5,0.47324,0.28546,0.87512,0.86418,0.80952,0.86067,0.56876,1.48036,0.6993,1.74068,0.000351974,0.000351974,0.000351974
451,52107.4,0.47243,0.29092,0.88292,0.86848,0.81349,0.86338,0.57057,1.48109,0.69816,1.74337,0.00034227,0.00034227,0.00034227
452,52212.6,0.46352,0.27846,0.87383,0.8683,0.81349,0.86317,0.56954,1.48136,0.69759,1.74502,0.000332752,0.000332752,0.000332752
453,52355.6,0.46845,0.28013,0.87928,0.86862,0.81329,0.8629,0.56917,1.48041,0.69673,1.74594,0.000323421,0.000323421,0.000323421
454,52461.5,0.46387,0.29253,0.87229,0.86856,0.81287,0.86233,0.56997,1.48073,0.69577,1.74743,0.000314275,0.000314275,0.000314275
455,52596.9,0.46782,0.293,0.87598,0.86854,0.81275,0.86203,0.56659,1.47991,0.69424,1.74832,0.000305317,0.000305317,0.000305317
456,52711.4,0.46344,0.2775,0.87524,0.87225,0.81282,0.86203,0.56572,1.47991,0.69275,1.74959,0.000296546,0.000296546,0.000296546
457,52841.2,0.46751,0.28423,0.88162,0.87222,0.81263,0.86209,0.56777,1.48008,0.69192,1.7514,0.000287963,0.000287963,0.000287963
458,52962.9,0.46932,0.27966,0.87876,0.8722,0.81245,0.86224,0.5676,1.48041,0.69257,1.75293,0.000279568,0.000279568,0.000279568
459,53082.3,0.46876,0.28236,0.87495,0.86841,0.81185,0.86189,0.56695,1.48053,0.69215,1.75484,0.000271361,0.000271361,0.000271361
460,53212.4,0.46806,0.28321,0.87168,0.86847,0.81349,0.86106,0.56642,1.48152,0.69153,1.75765,0.000263343,0.000263343,0.000263343
461,53322.7,0.46624,0.28142,0.87156,0.87233,0.81339,0.86108,0.56589,1.48186,0.69132,1.75912,0.000255513,0.000255513,0.000255513
462,53461.4,0.46416,0.276,0.87215,0.87231,0.81331,0.86107,0.56628,1.4828,0.69118,1.76178,0.000247873,0.000247873,0.000247873
463,53563.6,0.464,0.27571,0.87508,0.86841,0.81185,0.86043,0.56632,1.48283,0.69048,1.76274,0.000240423,0.000240423,0.000240423
464,53693.2,0.46793,0.28294,0.8772,0.8685,0.81244,0.85917,0.56431,1.48371,0.69035,1.76499,0.000233162,0.000233162,0.000233162
465,53788.7,0.45523,0.27302,0.87269,0.86846,0.81218,0.85853,0.56418,1.48304,0.69191,1.76598,0.000226092,0.000226092,0.000226092
466,53908.4,0.45684,0.27993,0.87185,0.8665,0.80952,0.85846,0.56449,1.48342,0.69215,1.76736,0.000219212,0.000219212,0.000219212
467,54013.8,0.45816,0.27539,0.87034,0.86501,0.80952,0.85702,0.56239,1.48372,0.69206,1.76893,0.000212523,0.000212523,0.000212523
468,54123.3,0.46645,0.27714,0.87175,0.85811,0.81349,0.85645,0.56104,1.48526,0.69275,1.77116,0.000206025,0.000206025,0.000206025
469,54238.6,0.46363,0.27863,0.87295,0.85705,0.81349,0.85642,0.56013,1.48502,0.69258,1.77271,0.000199717,0.000199717,0.000199717
470,54339.5,0.45366,0.27264,0.86611,0.85487,0.81808,0.85604,0.55907,1.48452,0.69392,1.77356,0.000193602,0.000193602,0.000193602
471,54465.7,0.46655,0.28106,0.87115,0.85499,0.81888,0.85595,0.55804,1.48502,0.69357,1.77577,0.000187678,0.000187678,0.000187678
472,54560.5,0.46157,0.27773,0.87376,0.85357,0.81746,0.85556,0.55895,1.48537,0.69526,1.77722,0.000181946,0.000181946,0.000181946
473,54684.8,0.45853,0.28187,0.87346,0.85376,0.81746,0.85547,0.55824,1.48542,0.69389,1.77846,0.000176407,0.000176407,0.000176407
474,54783,0.4554,0.27375,0.86791,0.86553,0.81737,0.85539,0.55778,1.48636,0.69494,1.78055,0.000171059,0.000171059,0.000171059
475,54898.3,0.45924,0.27767,0.87108,0.85003,0.82143,0.85513,0.55634,1.48599,0.69526,1.78232,0.000165905,0.000165905,0.000165905
476,55008.8,0.45377,0.27045,0.86884,0.85218,0.82354,0.85446,0.55655,1.48578,0.69489,1.78353,0.000160943,0.000160943,0.000160943
477,55116.5,0.45253,0.26885,0.87059,0.85217,0.82351,0.85419,0.55473,1.48636,0.69624,1.78762,0.000156174,0.000156174,0.000156174
478,55234.1,0.45911,0.27914,0.87033,0.84806,0.81955,0.84764,0.55366,1.48702,0.69765,1.78979,0.000151598,0.000151598,0.000151598
479,55329.6,0.46187,0.27971,0.87285,0.84807,0.81958,0.84703,0.55281,1.48658,0.69788,1.79076,0.000147216,0.000147216,0.000147216
480,55458.4,0.44361,0.27074,0.86699,0.84808,0.81964,0.84671,0.5532,1.48688,0.69787,1.79166,0.000143027,0.000143027,0.000143027
481,55555.3,0.45626,0.27248,0.87232,0.84808,0.81966,0.8465,0.55272,1.48716,0.69976,1.79439,0.000139032,0.000139032,0.000139032
482,55682.3,0.44872,0.26954,0.87083,0.84808,0.81962,0.84747,0.55157,1.48658,0.69886,1.79526,0.000135231,0.000135231,0.000135231
483,55783.4,0.45591,0.27652,0.87417,0.84809,0.81969,0.84699,0.55228,1.48753,0.69981,1.79784,0.000131624,0.000131624,0.000131624
484,55897,0.45349,0.27158,0.87156,0.84809,0.81971,0.84667,0.55159,1.48837,0.7007,1.7995,0.000128211,0.000128211,0.000128211
485,56007,0.45185,0.27166,0.87344,0.8522,0.8237,0.8484,0.55021,1.48844,0.70129,1.80143,0.000124992,0.000124992,0.000124992
486,56110.5,0.45585,0.27729,0.87553,0.84961,0.82143,0.84824,0.55008,1.4888,0.70165,1.80282,0.000121968,0.000121968,0.000121968
487,56229.9,0.45114,0.27213,0.87156,0.84952,0.82143,0.84741,0.54915,1.48856,0.70194,1.80367,0.000119139,0.000119139,0.000119139
488,56324.7,0.44705,0.27032,0.87108,0.8494,0.82143,0.84725,0.54804,1.48999,0.70167,1.80645,0.000116504,0.000116504,0.000116504
489,56455.1,0.45859,0.28143,0.87514,0.84907,0.82143,0.84685,0.54852,1.48933,0.70399,1.80777,0.000114063,0.000114063,0.000114063
490,56550.3,0.45421,0.27587,0.87006,0.84874,0.82143,0.84664,0.54733,1.49033,0.70381,1.81007,0.000111818,0.000111818,0.000111818
491,56656.7,0.41151,0.20608,0.8445,0.85256,0.8254,0.85554,0.54854,1.4899,0.70554,1.81167,0.000109768,0.000109768,0.000109768
492,56737.6,0.39259,0.20246,0.83863,0.85601,0.82569,0.85487,0.54655,1.49031,0.7054,1.81339,0.000107912,0.000107912,0.000107912
493,56826,0.38919,0.20855,0.83479,0.85267,0.8268,0.85422,0.54618,1.48979,0.70346,1.81519,0.000106252,0.000106252,0.000106252
494,56915.9,0.38316,0.21821,0.83624,0.85273,0.82717,0.85362,0.54502,1.48975,0.70416,1.81687,0.000104787,0.000104787,0.000104787
